time_ms,soma(0.5),trunk_sections[240](0.0),branch_sections[2185](0.0)
0.7300000000000005,-1.0049834476879501e-05,-8.971033404893148e-06,-3.302545200601879e-05
0.7400000000000005,-1.0069997027001364e-05,-8.985481118456294e-06,-3.305404749242018e-05
0.7500000000000006,-1.0090118282720597e-05,-8.999903986072115e-06,-3.3082677874543525e-05
0.7600000000000006,-1.011020466444784e-05,-9.01430410687144e-06,-3.311134306368253e-05
0.7700000000000006,-1.0130262547925484e-05,-9.028683550466872e-06,-3.314004297277929e-05
0.7800000000000006,-1.0150298286082833e-05,-9.043044361820508e-06,-3.316877751647179e-05
0.7900000000000006,-1.0170318231412594e-05,-9.057388566209634e-06,-3.319754661113858e-05
0.8000000000000006,-1.01903287590367e-05,-9.071718174313007e-06,-3.322635017494035e-05
0.8100000000000006,-1.0210336290645818e-05,-9.086035187443819e-06,-3.3255188127858404e-05
0.8200000000000006,-1.0230347319516696e-05,-9.100341602959081e-06,-3.328406039173016e-05
0.8300000000000006,-1.0250368436834717e-05,-9.114639419879213e-06,-3.331296689028193e-05
0.8400000000000006,-1.0270406359577101e-05,-9.128930644756365e-06,-3.3341907549158855e-05
0.8500000000000006,-1.0290467960245374e-05,-9.143217297835147e-06,-3.337088229595253e-05
0.8600000000000007,-1.0310560298775729e-05,-9.157501419555559e-06,-3.339989106022645e-05
0.8700000000000007,-1.0330690657004184e-05,-9.171785077454978e-06,-3.342893377353943e-05
0.8800000000000007,-1.0350866576121614e-05,-9.186070373534318e-06,-3.345801036946755e-05
0.8900000000000007,-1.0371095897624342e-05,-9.200359452163303e-06,-3.34871207836246e-05
0.9000000000000007,-1.0391386808352778e-05,-9.214654508611491e-06,-3.3516264953681664e-05
0.9100000000000007,-1.0411747890316572e-05,-9.228957798305632e-06,-3.354544281938589e-05
0.9200000000000007,-1.0432188176136727e-05,-9.243271646930952e-06,-3.357465432257891e-05
0.9300000000000007,-1.0452717211099644e-05,-9.257598461514638e-06,-3.360389940721522e-05
0.9400000000000007,-1.047334512302475e-05,-9.271940742655167e-06,-3.363317801938089e-05
0.9500000000000007,-1.0494082701410781e-05,-9.286301098092694e-06,-3.36624901073129e-05
0.9600000000000007,-1.0514941487663226e-05,-9.300682257855006e-06,-3.369183562141949e-05
0.9700000000000008,-1.0535933878643201e-05,-9.315087091263576e-06,-3.37212145143019e-05
0.9800000000000008,-1.0557073246352574e-05,-9.329518626147685e-06,-3.375062674077802e-05
0.9900000000000008,-1.057837407733284e-05,-9.343980070697016e-06,-3.3780072257908124e-05
1.0000000000000007,-1.0599852136381983e-05,-9.358474838490441e-06,-3.380955102502335e-05
1.0100000000000005,-1.0621524660593757e-05,-9.373006577381311e-06,-3.3839063003757504e-05
1.0200000000000002,-1.0643410591664145e-05,-9.387579203110778e-06,-3.3868608158082245e-05
1.03,-1.0665530857140033e-05,-9.402196938781686e-06,-3.389818645434698e-05
1.0399999999999998,-1.0687908715195738e-05,-9.416864361687066e-06,-3.3927797861323304e-05
1.0499999999999996,-1.0710570183213596e-05,-9.431586459496874e-06,-3.395744235025546e-05
1.0599999999999994,-1.0733544578962146e-05,-9.446368698539277e-06,-3.398711989491714e-05
1.0699999999999992,-1.0756865216147238e-05,-9.46121710798917e-06,-3.4016830471675804e-05
1.079999999999999,-1.0780570316399633e-05,-9.476138385393885e-06,-3.40465740595656e-05
1.0899999999999987,-1.0804704232434824e-05,-9.491140031460768e-06,-3.407635064037025e-05
1.0999999999999985,-1.0829319131525506e-05,-9.506230525995444e-06,-3.4106160198717344e-05
1.1099999999999983,-1.0854477382576064e-05,-9.521419563400514e-06,-3.413600272218618e-05
1.119999999999998,-1.0880255060675906e-05,-9.536718377315521e-06,-3.416587820143126e-05
1.129999999999998,-1.0906747309164988e-05,-9.55214020406501e-06,-3.419578663032474e-05
1.1399999999999977,-1.0934076965587494e-05,-9.567700972890207e-06,-3.422572800612162e-05
1.1499999999999975,-1.0962409335715191e-05,-9.583420389589992e-06,-3.425570232965271e-05
1.1599999999999973,-1.0991979637962246e-05,-9.59932375767544e-06,-3.428570960555323e-05
1.169999999999997,-1.1023149910989703e-05,-9.615445335128417e-06,-3.431574984253695e-05
1.1799999999999968,-1.1056547051312916e-05,-9.631835404713911e-06,-3.434582305373289e-05
1.1899999999999966,-1.1093485252290737e-05,-9.648578563091236e-06,-3.437592925711334e-05
1.1999999999999964,-1.1137685784314997e-05,-9.665856728673217e-06,-3.4406068476073304e-05
1.2099999999999962,-1.1199719516455293e-05,-9.684131117884717e-06,-3.443624074031307e-05
1.219999999999996,-1.1296076366574656e-05,-9.704328157305668e-06,-3.446644608737543e-05
1.2299999999999958,-1.1435702821495167e-05,-9.727676583170245e-06,-3.4496684565463184e-05
1.2399999999999956,-1.1614778834158096e-05,-9.755280996617146e-06,-3.4526956238346055e-05
1.2499999999999953,-1.1822185357183005e-05,-9.787782153493216e-06,-3.4557261193074366e-05
1.2599999999999951,-1.2045497999459528e-05,-9.82525936717884e-06,-3.458759955078842e-05
1.269999999999995,-1.2274038291139114e-05,-9.867319145065471e-06,-3.461797148025713e-05
1.2799999999999947,-1.2499564227486649e-05,-9.91325507169565e-06,-3.464837721310685e-05
1.2899999999999945,-1.2715973054009197e-05,-9.96219909961953e-06,-3.46788170592144e-05
1.2999999999999943,-1.2918838569088792e-05,-1.001323386911553e-05,-3.470929142054853e-05
1.309999999999994,-1.3105000710094754e-05,-1.006546458537167e-05,-3.473980080186244e-05
1.3199999999999938,-1.3272218336956078e-05,-1.0118058838608877e-05,-3.477034581699576e-05
1.3299999999999936,-1.3418873531729011e-05,-1.0170263607154145e-05,-3.480092719003263e-05
1.3399999999999934,-1.35437417219097e-05,-1.0221407315527317e-05,-3.483154575107803e-05
1.3499999999999932,-1.3645863273058013e-05,-1.0270893828880804e-05,-3.486220242687482e-05
1.359999999999993,-1.3724538395311204e-05,-1.0318194578995201e-05,-3.489289822684074e-05
1.3699999999999928,-1.3779472294431584e-05,-1.0362844735485434e-05,-3.4923634225339473e-05
1.3799999999999926,-1.381103907119571e-05,-1.0404448132068187e-05,-3.495441154112098e-05
1.3899999999999924,-1.3820472537015081e-05,-1.0442690569976168e-05,-3.498523131489759e-05
1.3999999999999921,-1.380982038309413e-05,-1.0477355042764163e-05,-3.5016094685991955e-05
1.409999999999992,-1.3781697558207422e-05,-1.05083310594633e-05,-3.504700276893071e-05
1.4199999999999917,-1.3738977906794078e-05,-1.0535613810221499e-05,-3.507795663077702e-05
1.4299999999999915,-1.3684530083466148e-05,-1.0559293546788878e-05,-3.510895726990571e-05
1.4399999999999913,-1.3621037225580693e-05,-1.057953838570457e-05,-3.514000559682724e-05
1.449999999999991,-1.3550896826866487e-05,-1.0596574372888215e-05,-3.5171102417555664e-05
1.4599999999999909,-1.3476180927953598e-05,-1.0610665919959576e-05,-3.520224841989545e-05
1.4699999999999906,-1.3398635446435052e-05,-1.062209855489736e-05,-3.523344416288966e-05
1.4799999999999904,-1.3319701832311264e-05,-1.0631164873196876e-05,-3.5264690069537604e-05
1.4899999999999902,-1.3240549475213927e-05,-1.063815383157279e-05,-3.529598642275918e-05
1.49999999999999,-1.3162111627903065e-05,-1.0643343094758244e-05,-3.5327333364464094e-05
1.5099999999999898,-1.308512069495446e-05,-1.0646993950241468e-05,-3.535873089748416e-05
1.5199999999999896,-1.301014074227587e-05,-1.0649348260002209e-05,-3.539017889005007e-05
1.5299999999999894,-1.293759630456891e-05,-1.0650626954258222e-05,-3.542167708244135e-05
1.5399999999999892,-1.2867797264803378e-05,-1.0651029644164939e-05,-3.545322509541105e-05
1.549999999999989,-1.2800959949840358e-05,-1.0650735011348258e-05,-3.548482243998038e-05
1.5599999999999887,-1.273722489423667e-05,-1.0649901711407742e-05,-3.551646852821185e-05
1.5699999999999885,-1.2676671597478077e-05,-1.0648669593520047e-05,-3.554816268459529e-05
1.5799999999999883,-1.2619330691260947e-05,-1.0647161091207014e-05,-3.557990415771942e-05
1.589999999999988,-1.2565194009152055e-05,-1.0645482683631226e-05,-3.5611692131942906e-05
1.5999999999999879,-1.25142228395676e-05,-1.0643726358106295e-05,-3.564352573882619e-05
1.6099999999999877,-1.2466354674785522e-05,-1.0641971027900345e-05,-3.5675404068129426e-05
1.6199999999999875,-1.2421508770290276e-05,-1.0640283877919073e-05,-3.570732617822625e-05
1.6299999999999872,-1.2379590747091794e-05,-1.0638721624058577e-05,-3.573929110582288e-05
1.639999999999987,-1.234049640346643e-05,-1.0637331680342717e-05,-3.5771297874907086e-05
1.6499999999999868,-1.2304114861273753e-05,-1.0636153232778477e-05,-3.580334550488306e-05
1.6599999999999866,-1.2270331147800395e-05,-1.0635218221574981e-05,-3.583543301787313e-05
1.6699999999999864,-1.2239028297802633e-05,-1.0634552234924856e-05,-3.5867559445189455e-05
1.6799999999999862,-1.2210089047942643e-05,-1.0634175318465322e-05,-3.589972383299449e-05
1.689999999999986,-1.2183397185709212e-05,-1.0634102705087543e-05,-3.593192524718267e-05
1.6999999999999857,-1.2158838606529838e-05,-1.0634345470083935e-05,-3.59641627775249e-05
1.7099999999999855,-1.2136302125649386e-05,-1.063491111678822e-05,-3.599643554112386e-05
1.7199999999999853,-1.2115680085163439e-05,-1.063580409791329e-05,-3.6028742685232366e-05
1.729999999999985,-1.2096868791155092e-05,-1.0637026277753277e-05,-3.606108338948895e-05
1.739999999999985,-1.2079768811041752e-05,-1.0638577340305614e-05,-3.609345686762574e-05
1.7499999999999847,-1.206428515692709e-05,-1.0640455148199845e-05,-3.612586236870211e-05
1.7599999999999845,-1.2050327376921789e-05,-1.0642656057104148e-05,-3.6158299177917014e-05
1.7699999999999843,-1.2037809573014248e-05,-1.064517519002933e-05,-3.619076661704938e-05
1.779999999999984,-1.2026650361125027e-05,-1.0648006675674296e-05,-3.622326404457397e-05
1.7899999999999838,-1.2016772786407862e-05,-1.0651143854666349e-05,-3.625579085549635e-05
1.7999999999999836,-1.2008104204632429e-05,-1.0654579457252465e-05,-3.628834648094788e-05
1.8099999999999834,-1.2000576138561848e-05,-1.0658305755700428e-05,-3.632093038757701e-05
1.8199999999999832,-1.1994124116610033e-05,-1.0662314694377445e-05,-3.635354207677179e-05
1.829999999999983,-1.1988687499696122e-05,-1.0666598000193828e-05,-3.6386181083742816e-05
1.8399999999999828,-1.1984209301073039e-05,-1.0671147275833459e-05,-3.641884697649462e-05
1.8499999999999825,-1.1980636002939e-05,-1.067595407794389e-05,-3.6451539354709455e-05
1.8599999999999823,-1.1977917372834106e-05,-1.0681009982227167e-05,-3.648425784856502e-05
1.8699999999999821,-1.1976006282145213e-05,-1.0686306637158913e-05,-3.6517002117504634e-05
1.879999999999982,-1.1974858528476268e-05,-1.0691835807866937e-05,-3.6549771848976665e-05
1.8899999999999817,-1.197443266320961e-05,-1.0697589411522555e-05,-3.658256675715687e-05
1.8999999999999815,-1.1974689825219371e-05,-1.0703559545436851e-05,-3.6615386581666344e-05
1.9099999999999813,-1.197559358140511e-05,-1.0709738508909733e-05,-3.664823108629498e-05
1.919999999999981,-1.1977109774485033e-05,-1.071611881975027e-05,-3.668110005773942e-05
1.9299999999999808,-1.197920637827973e-05,-1.072269322627139e-05,-3.671399330436246e-05
1.9399999999999806,-1.1981853360555184e-05,-1.0729454715458402e-05,-3.6746910654980233e-05
1.9499999999999804,-1.1985022553399084e-05,-1.073639651791961e-05,-3.677985195768186e-05
1.9599999999999802,-1.1988687531020232e-05,-1.0743512110146829e-05,-3.681281707868503e-05
1.96999999999998,-1.1992823494786908e-05,-1.0750795214542748e-05,-3.6845805901230987e-05
1.9799999999999798,-1.1997407165266693e-05,-1.0758239797609542e-05,-3.687881832452075e-05
1.9899999999999796,-1.2002416680994165e-05,-1.0765840066638202e-05,-3.6911854262694044e-05
1.9999999999999793,-1.2007831503669941e-05,-1.0773590465189824e-05,-3.694491364385213e-05
2.0099999999999794,-1.201363232948073e-05,-1.0781485667618122e-05,-3.6977996409124645e-05
2.019999999999979,-1.2019801006224148e-05,-1.0789520572845565e-05,-3.7011102511780784e-05
2.029999999999979,-1.2026320455921511e-05,-1.0797690297573873e-05,-3.704423191638427e-05
2.0399999999999787,-1.2033174602605115e-05,-1.0805990169081656e-05,-3.707738459799174e-05
2.0499999999999785,-1.2040348304974045e-05,-1.081441571773826e-05,-3.711056054139346e-05
2.0599999999999783,-1.2047827293621312e-05,-1.0822962669341866e-05,-3.714375974039566e-05
2.069999999999978,-1.2055598112546643e-05,-1.0831626937372117e-05,-3.717698219714293e-05
2.079999999999978,-1.2063648064680998e-05,-1.0840404615232137e-05,-3.7210227921479634e-05
2.0899999999999777,-1.207196516116222e-05,-1.0849291968541369e-05,-3.7243496930349e-05
2.0999999999999774,-1.2080538074114407e-05,-1.0858285427529487e-05,-3.727678924722822e-05
2.1099999999999772,-1.2089356092697132e-05,-1.0867381579571645e-05,-3.731010490159827e-05
2.119999999999977,-1.2098409082204299e-05,-1.0876577161897365e-05,-3.734344392844674e-05
2.129999999999977,-1.2107687446004962e-05,-1.088586905449779e-05,-3.737680636780232e-05
2.1399999999999766,-1.2117182090132126e-05,-1.0895254273250623e-05,-3.7410192264299434e-05
2.1499999999999764,-1.2126884390337124e-05,-1.0904729963276507e-05,-3.744360166677138e-05
2.159999999999976,-1.2136786161439544e-05,-1.0914293392536683e-05,-3.7477034627870484e-05
2.169999999999976,-1.2146879628813695e-05,-1.0923941945677995e-05,-3.751049120371413e-05
2.1799999999999757,-1.2157157401863554e-05,-1.0933673118128417e-05,-3.7543971453554965e-05
2.1899999999999755,-1.2167612449347893e-05,-1.094348451044389e-05,-3.757747543947386e-05
2.1999999999999753,-1.2178238076427277e-05,-1.0953373822905107e-05,-3.7611003226094626e-05
2.209999999999975,-1.2189027903313152e-05,-1.0963338850361393e-05,-3.764455488031903e-05
2.219999999999975,-1.2199975845407976e-05,-1.097337747731732e-05,-3.7678130471080765e-05
2.2299999999999747,-1.2211076094832999e-05,-1.0983487673256908e-05,-3.771173006911756e-05
2.2399999999999745,-1.2222323103247508e-05,-1.0993667488199193e-05,-3.774535374675995e-05
2.2499999999999742,-1.2233711565870536e-05,-1.1003915048478475e-05,-3.777900157773585e-05
2.259999999999974,-1.2245236406621888e-05,-1.1014228552742079e-05,-3.781267363698993e-05
2.269999999999974,-1.2256892764305522e-05,-1.1024606268158118e-05,-3.784637000051673e-05
2.2799999999999736,-1.2268675979763793e-05,-1.1035046526825514e-05,-3.788009074520666e-05
2.2899999999999734,-1.228058158393584e-05,-1.104554772237852e-05,-3.7913835948704065e-05
2.299999999999973,-1.229260528675842e-05,-1.1056108306777862e-05,-3.7947605689276445e-05
2.309999999999973,-1.230474296685146e-05,-1.1066726787280675e-05,-3.798140004569414e-05
2.3199999999999728,-1.2316990661934957e-05,-1.1077401723581517e-05,-3.8015219097119795e-05
2.3299999999999725,-1.2329344559927409e-05,-1.1088131725116811e-05,-3.804906292300676e-05
2.3399999999999723,-1.234180099067907e-05,-1.10989154485253e-05,-3.808293160300601e-05
2.349999999999972,-1.2354356418297088e-05,-1.1109751595257185e-05,-3.8116825216880674e-05
2.359999999999972,-1.2367007434022087e-05,-1.1120638909324903e-05,-3.815074384442813e-05
2.3699999999999717,-1.2379750749618467e-05,-1.1131576175188644e-05,-3.818468756540845e-05
2.3799999999999715,-1.2392583191243269e-05,-1.1142562215769939e-05,-3.821865645947927e-05
2.3899999999999713,-1.2405501693760803e-05,-1.1153595890586906e-05,-3.8252650606136354e-05
2.399999999999971,-1.2418503295472407e-05,-1.1164676094004946e-05,-3.8286670084659607e-05
2.409999999999971,-1.2431585133232391e-05,-1.1175801753596883e-05,-3.8320714974063704e-05
2.4199999999999706,-1.2444744437923422e-05,-1.1186971828606852e-05,-3.835478535305361e-05
2.4299999999999704,-1.2457978530265984e-05,-1.1198185308512313e-05,-3.838888129998411e-05
2.43999999999997,-1.2471284816938434e-05,-1.1209441211678962e-05,-3.8423002892823135e-05
2.44999999999997,-1.2484660786985206e-05,-1.1220738584103363e-05,-3.8457150209118914e-05
2.4599999999999698,-1.2498104008492683e-05,-1.1232076498238478e-05,-3.849132332597017e-05
2.4699999999999696,-1.2511612125512842e-05,-1.1243454051897317e-05,-3.8525522319999435e-05
2.4799999999999693,-1.2525182855216525e-05,-1.125487036723027e-05,-3.8559747267329214e-05
2.489999999999969,-1.2538813985258941e-05,-1.126632458977176e-05,-3.859399824356052e-05
2.499999999999969,-1.2552503371341254e-05,-1.1277815887552159e-05,-3.862827532375399e-05
2.5099999999999687,-1.2566248934952885e-05,-1.1289343450270915e-05,-3.866257858241305e-05
2.5199999999999685,-1.2580048661280258e-05,-1.1300906488527178e-05,-3.8696908093468995e-05
2.5299999999999683,-1.2593900597268513e-05,-1.1312504233104236e-05,-3.8731263930268014e-05
2.539999999999968,-1.2607802849823426e-05,-1.132413593430436e-05,-3.876564616555986e-05
2.549999999999968,-1.2621753584141669e-05,-1.133580086133073e-05,-3.880005487148798e-05
2.5599999999999676,-1.263575102215824e-05,-1.1347498301713228e-05,-3.883449011958114e-05
2.5699999999999674,-1.2649793441100618e-05,-1.1359227560775107e-05,-3.886895198074628e-05
2.579999999999967,-1.2663879172139634e-05,-1.1370987961137666e-05,-3.890344052526257e-05
2.589999999999967,-1.2678006599127948e-05,-1.138277884226015e-05,-3.893795582277657e-05
2.599999999999967,-1.2692174157417569e-05,-1.139459956001226e-05,-3.897249794229826e-05
2.6099999999999666,-1.270638033274825e-05,-1.1406449486276743e-05,-3.9007066952198215e-05
2.6199999999999664,-1.272062366019925e-05,-1.1418328008579755e-05,-3.904166292020531e-05
2.629999999999966,-1.2734902723197445e-05,-1.1430234529746642e-05,-3.9076285913405476e-05
2.639999999999966,-1.2749216152575457e-05,-1.1442168467581065e-05,-3.911093599824095e-05
2.6499999999999657,-1.2763562625673457e-05,-1.1454129254565404e-05,-3.9145613240510264e-05
2.6599999999999655,-1.2777940865479327e-05,-1.1466116337580484e-05,-3.91803177053688e-05
2.6699999999999653,-1.2792349639801895e-05,-1.1478129177642867e-05,-3.921504945732986e-05
2.679999999999965,-1.280678776047248e-05,-1.1490167249657908e-05,-3.9249808560266345e-05
2.689999999999965,-1.2821254082570552e-05,-1.1502230042187044e-05,-3.9284595077412624e-05
2.6999999999999647,-1.2835747503669428e-05,-1.1514317057227657e-05,-3.931940907136724e-05
2.7099999999999644,-1.2850266963098353e-05,-1.1526427810004264e-05,-3.935425060409557e-05
2.7199999999999642,-1.2864811441217798e-05,-1.1538561828769512e-05,-3.938911973693313e-05
2.729999999999964,-1.2879379958705085e-05,-1.1550718654613808e-05,-3.9424016530589174e-05
2.739999999999964,-1.2893971575847653e-05,-1.1562897841282465e-05,-3.945894104515049e-05
2.7499999999999636,-1.2908585391841571e-05,-1.1575098954999163e-05,-3.9493893340085537e-05
2.7599999999999634,-1.292322054409348e-05,-1.1587321574294846e-05,-3.952887347424892e-05
2.769999999999963,-1.2937876207523953e-05,-1.1599565289841021e-05,-3.956388150588598e-05
2.779999999999963,-1.2952551593870913e-05,-1.1611829704286714e-05,-3.95989174926378e-05
2.7899999999999627,-1.296724595099179e-05,-1.1624114432098197e-05,-3.963398149154615e-05
2.7999999999999625,-1.2981958562163252e-05,-1.1636419099400895e-05,-3.966907355905897e-05
2.8099999999999623,-1.2996688745377885e-05,-1.1648743343822742e-05,-3.9704193751035755e-05
2.819999999999962,-1.3011435852636935e-05,-1.166108681433844e-05,-3.973934212275329e-05
2.829999999999962,-1.3026199269238753e-05,-1.167344917111418e-05,-3.977451872891148e-05
2.8399999999999617,-1.304097841306263e-05,-1.1685830085352227e-05,-3.980972362363932e-05
2.8499999999999615,-1.3055772733847727e-05,-1.1698229239135094e-05,-3.984495686050117e-05
2.8599999999999612,-1.3070581712467384e-05,-1.1710646325268956e-05,-3.9880218492502924e-05
2.869999999999961,-1.3085404860198644e-05,-1.1723081047125906e-05,-3.991550857209845e-05
2.879999999999961,-1.3100241717987343e-05,-1.1735533118484924e-05,-3.9950827151196246e-05
2.8899999999999606,-1.3115091855708997e-05,-1.1748002263371353e-05,-3.9986174281165996e-05
2.8999999999999604,-1.3129954871426072e-05,-1.1760488215894643e-05,-4.0021550012845403e-05
2.90999999999996,-1.314483039064209e-05,-1.1772990720084301e-05,-4.00569543965471e-05
2.91999999999996,-1.3159718065553048e-05,-1.1785509529723992e-05,-4.0092387482065566e-05
2.9299999999999597,-1.3174617574296985e-05,-1.1798044408183678e-05,-4.012784931868424e-05
2.9399999999999595,-1.3189528620202182e-05,-1.1810595128249897e-05,-4.016333995518273e-05
2.9499999999999593,-1.320445093103494e-05,-1.1823161471954045e-05,-4.019885943984394e-05
2.959999999999959,-1.3219384258247539e-05,-1.183574323039884e-05,-4.023440782046158e-05
2.969999999999959,-1.3234328376227334e-05,-1.1848340203582962e-05,-4.026998514434732e-05
2.9799999999999587,-1.324928308154764e-05,-1.1860952200224002e-05,-4.030559145833842e-05
2.9899999999999585,-1.3264248192221394e-05,-1.1873579037579787e-05,-4.034122680880527e-05
2.9999999999999583,-1.327922354695848e-05,-1.1886220541268263e-05,-4.037689124165872e-05
