time_ms,trunk_sections[240](0.0),branch_sections[2185](0.0)
0.0,-7.726933938818963e-05,-0.0003090773575527585
0.01,-7.726933938818963e-05,-0.0003090773575527585
0.02,-7.725910328840853e-05,-0.0003090616518937575
0.030000000000000002,-7.724899919005921e-05,-0.00030904744996922335
0.04,-7.723898680448063e-05,-0.0003090347475410251
0.049999999999999996,-7.722948629948407e-05,-0.0003090235338724624
0.05999999999999999,-7.722086164561759e-05,-0.0003090137982485902
0.06999999999999999,-7.72133477741451e-05,-0.00030900553004603484
0.08,-7.72070757214458e-05,-0.00030899871877973755
0.09000000000000001,-7.72021082565656e-05,-0.0003089933541315338
0.10000000000000002,-7.719846725160381e-05,-0.00030898942596538104
0.11000000000000003,-7.719615154111826e-05,-0.0003089869243333463
0.12000000000000004,-7.719514767577609e-05,-0.00030898583947555386
0.13000000000000003,-7.719543604595548e-05,-0.00030898616181638985
0.14000000000000004,-7.719699419549039e-05,-0.0003089878819585456
0.15000000000000005,-7.719979851522041e-05,-0.0003089909906759228
0.16000000000000006,-7.720382504650125e-05,-0.00030899547890604997
0.17000000000000007,-7.720904982294606e-05,-0.00030900133774240207
0.18000000000000008,-7.721544899118589e-05,-0.0003090085584268494
0.19000000000000009,-7.722299883957213e-05,-0.000309017132342365
0.2000000000000001,-7.723167579935553e-05,-0.00030902705100605866
0.2100000000000001,-7.724145644729796e-05,-0.00030903830606256546
0.2200000000000001,-7.725231751985272e-05,-0.0003090508892778024
0.23000000000000012,-7.726423593997865e-05,-0.0003090647925330879
0.24000000000000013,-7.72771888538215e-05,-0.00030908000781962016
0.2500000000000001,-7.729115367337122e-05,-0.00030909652723329757
0.2600000000000001,-7.7306108121368e-05,-0.00030911434296986863
0.27000000000000013,-7.732203027542239e-05,-0.00030913344732039536
0.28000000000000014,-7.733889860913332e-05,-0.00030915383266701314
0.29000000000000015,-7.735669202875216e-05,-0.00030917549147897044
0.30000000000000016,-7.737538990456966e-05,-0.00030919841630893085
0.31000000000000016,-7.739497209669092e-05,-0.00030922259978952404
0.3200000000000002,-7.741541897521061e-05,-0.00030924803463012654
0.3300000000000002,-7.743671143504198e-05,-0.0003092747136138583
0.3400000000000002,-7.745883090580151e-05,-0.00030930262959478333
0.3500000000000002,-7.748175935723501e-05,-0.00030933177549529784
0.3600000000000002,-7.75054793007078e-05,-0.0003093621443036943
0.3700000000000002,-7.752997378728274e-05,-0.00030939372907189057
0.3800000000000002,-7.755522640289194e-05,-0.0003094265229133104
0.39000000000000024,-7.758122126107445e-05,-0.00030946051900090926
0.40000000000000024,-7.760794299371122e-05,-0.00030949571056533077
0.41000000000000025,-7.763537674014544e-05,-0.0003095320908931889
0.42000000000000026,-7.766350813503175e-05,-0.0003095696533254657
0.43000000000000027,-7.769232329521422e-05,-0.0003096083912560155
0.4400000000000003,-7.772180880589372e-05,-0.000309648298130172
0.4500000000000003,-7.77519517063069e-05,-0.0003096893674434467
0.4600000000000003,-7.778273947510602e-05,-0.00030973159274031657
0.4700000000000003,-7.781416001559922e-05,-0.000309774967613092
0.4800000000000003,-7.784620164098309e-05,-0.0003098194857008611
0.4900000000000003,-7.787885305967738e-05,-0.0003098651406885037
0.5000000000000003,-7.79121033608503e-05,-0.00030991192630577184
0.5100000000000003,-7.794594200020664e-05,-0.00030995983632643097
0.5200000000000004,-7.798035878609493e-05,-0.0003100088645674571
0.5300000000000004,-7.801534386597747e-05,-0.00031005900488828797
0.5400000000000004,-7.805088771329624e-05,-0.0003101102511901222
0.5500000000000004,-7.808698111475897e-05,-0.00031016259741526266
0.5600000000000004,-7.812361515806084e-05,-0.0003102160375465049
0.5700000000000004,-7.816078122005227e-05,-0.0003102705656065607
0.5800000000000004,-7.81984709553571e-05,-0.00031032617565752085
0.5900000000000004,-7.823667628544141e-05,-0.0003103828618003488
0.6000000000000004,-7.827538938812972e-05,-0.00031044061817440727
0.6100000000000004,-7.831460268756245e-05,-0.00031049943895700957
0.6200000000000004,-7.83543088445864e-05,-0.0003105593183630023
0.6300000000000004,-7.839450074756789e-05,-0.00031062025064436784
0.6400000000000005,-7.843517150361681e-05,-0.00031068223008985033
0.6500000000000005,-7.847631443021006e-05,-0.000310745251024603
0.6600000000000005,-7.851792304719954e-05,-0.0003108093078098533
0.6700000000000005,-7.855999106919251e-05,-0.0003108743948425856
0.6800000000000005,-7.860251239828884e-05,-0.00031094050655523943
0.6900000000000005,-7.864548111716177e-05,-0.0003110076374154225
0.7000000000000005,-7.868889148246743e-05,-0.00031107578192563737
