time_ms,soma(0.5)
0.0,0.00012004006660654218
0.01,0.00012004006660654218
0.02,0.00012394450180082338
0.030000000000000002,0.0001279904983540659
0.04,0.00013213920705819386
0.049999999999999996,0.0001363524505813133
0.05999999999999999,0.00014060752172469936
0.06999999999999999,0.0001448921582776078
0.08,0.00014920134705494802
0.09000000000000001,0.00015353520110932873
0.10000000000000002,0.000157897437728949
0.11000000000000003,0.00016229440015139813
0.12000000000000004,0.00016673428432149745
0.13000000000000003,0.00017122656792261596
0.14000000000000004,0.00017578158773349972
0.15000000000000005,0.00018041022872877888
0.16000000000000006,0.00018512369872360004
0.17000000000000007,0.00018993336936733908
0.18000000000000008,0.0001948506689759323
0.19000000000000009,0.00019988701589558
0.2000000000000001,0.00020505383785900612
0.2100000000000001,0.00021036248375925473
0.2200000000000001,0.00021582423959978816
0.23000000000000012,0.0002214503584584907
0.24000000000000013,0.0002272521012223802
0.2500000000000001,0.00023324078552118985
0.2600000000000001,0.00023942784099292963
0.27000000000000013,0.0002458248694646784
0.28000000000000014,0.0002524437090465818
0.29000000000000015,0.0002592965014591097
0.30000000000000016,0.0002663957622504989
0.31000000000000016,0.0002737544537736956
0.3200000000000002,0.00028138606104474414
0.3300000000000002,0.000289304670803698
0.3400000000000002,0.000297525054313895
0.3500000000000002,0.00030606275470332665
0.3600000000000002,0.0003149341798078589
0.3700000000000002,0.00032415670179061263
0.3800000000000002,0.00033374876508051525
0.39000000000000024,0.00034373000455236206
0.40000000000000024,0.00035412137623899845
0.41000000000000025,0.0003649453033897069
0.42000000000000026,0.0003762258412628455
0.43000000000000027,0.0003879888648311484
0.4400000000000003,0.0004002622843457254
0.4500000000000003,0.00041307629501097156
0.4600000000000003,0.00042646366822747696
0.4700000000000003,0.000440460093736257
0.4800000000000003,0.00045510458403991784
0.4900000000000003,0.00047043995547863123
0.5000000000000003,0.0004865134035921291
0.5100000000000003,0.0005033771952912844
0.5200000000000004,0.0005210895059934814
0.5300000000000004,0.0005397154379222656
0.5400000000000004,0.0005593282657795116
0.5500000000000004,0.000580010969975067
0.5600000000000004,0.0006018581358206059
0.5700000000000004,0.0006249783225103954
0.5800000000000004,0.0006494970402977277
0.5900000000000004,0.0006755605229160613
0.6000000000000004,0.0007033405508977781
0.6100000000000004,0.0007330406799222669
0.6200000000000004,0.0007649043717783787
0.6300000000000004,0.0007992257379848075
0.6400000000000005,0.0008363639259207466
0.6500000000000005,0.0008767626688556689
0.6600000000000005,0.000920977291418456
0.6700000000000005,0.0009697126975612114
0.6800000000000005,0.001023877898825326
0.6900000000000005,0.0010846660708391843
0.7000000000000005,0.0011536750950523296
0.7100000000000005,0.0012330942718262819
0.7200000000000005,0.0013260028752195578
0.7300000000000005,0.0014368697140083185
0.7400000000000005,0.0015724016202126462
0.7500000000000006,0.0017430816571575077
0.7600000000000006,0.001966071704469528
0.7700000000000006,0.0022709404013962885
0.7800000000000006,0.002711327108107715
0.7900000000000006,0.0033884154676122537
0.8000000000000006,0.0044922818789346446
0.8100000000000006,0.006345057014674508
0.8200000000000006,0.009377681183399662
0.8300000000000006,0.014048312200847487
0.8400000000000006,0.020761051478796397
0.8500000000000006,0.029707722313802108
0.8600000000000007,0.040550088647175964
0.8700000000000007,0.05204983652855318
0.8800000000000007,0.06207996751118656
0.8900000000000007,0.06857051064170855
0.9000000000000007,0.0708491512452404
0.9100000000000007,0.06986885132744346
0.9200000000000007,0.06728765472001472
0.9300000000000007,0.06458513362982336
0.9400000000000007,0.0627289872228291
0.9500000000000007,0.06218294573335436
0.9600000000000007,0.06299731660700465
0.9700000000000008,0.06491545057663402
0.9800000000000008,0.06748556228059314
0.9900000000000008,0.07016890572687991
1.0000000000000007,0.07244681543324787
1.0100000000000005,0.07392228249014214
1.0200000000000002,0.07439688160290453
1.03,0.0738903361738483
1.0399999999999998,0.07258725302664466
1.0499999999999996,0.07074302093307264
1.0599999999999994,0.0686008489314685
1.0699999999999992,0.0663473582670471
1.079999999999999,0.0641035770567499
1.0899999999999987,0.06193506735041204
1.0999999999999985,0.059871940340192546
1.1099999999999983,0.05792170761197468
1.119999999999998,0.056080324747708674
1.129999999999998,0.054338639422842575
1.1399999999999977,0.05268719986357586
1.1499999999999975,0.05111705466399579
1.1599999999999973,0.04962131750614378
1.169999999999997,0.04819619694929925
1.1799999999999968,0.046838242333252914
1.1899999999999966,0.04554427516281896
1.1999999999999964,0.044311265237919825
1.2099999999999962,0.04313623840468778
1.219999999999996,0.04201623498759372
1.2299999999999958,0.04094830473498266
1.2399999999999956,0.03992951814680039
1.2499999999999953,0.03895698345494562
1.2599999999999951,0.03802786642496364
1.269999999999995,0.037139411697022805
1.2799999999999947,0.03628896359357744
1.2899999999999945,0.03547398422887611
1.2999999999999943,0.03469206744149234
1.309999999999994,0.03394094803208118
1.3199999999999938,0.03321850646064307
1.3299999999999936,0.03252276958895076
1.3399999999999934,0.03185190818901556
1.3499999999999932,0.031204230887892502
1.359999999999993,0.030578179340840856
1.3699999999999928,0.02997232031776847
1.3799999999999926,0.029385337308636853
1.3899999999999924,0.02881602200039799
1.3999999999999921,0.028263265885714567
1.409999999999992,0.027726052176465094
1.4199999999999917,0.027203448158725656
1.4299999999999915,0.02669459804071794
1.4399999999999913,0.026198716323976072
1.449999999999991,0.025715081692405887
1.4599999999999909,0.025243032533203338
1.4699999999999906,0.024781960164337494
1.4799999999999904,0.02433130440095183
1.4899999999999902,0.02389054947374403
1.49999999999999,0.023459220286612455
1.5099999999999898,0.02303687899386003
1.5199999999999896,0.022623121874122337
1.5299999999999894,0.02221757647721629
1.5399999999999892,0.021819899020570726
1.549999999999989,0.021429772012967824
1.5599999999999887,0.02104690208482212
1.5699999999999885,0.020671018005948713
1.5799999999999883,0.020301868873387842
1.589999999999988,0.019939222453448802
1.5999999999999879,0.019582863663744687
1.6099999999999877,0.019232593182305458
1.6199999999999875,0.01888822617215806
1.6299999999999872,0.01854959111092415
1.639999999999987,0.018216528716001094
1.6499999999999868,0.017888890956851738
1.6599999999999866,0.017566540146697483
1.6699999999999864,0.017249348106734494
1.6799999999999862,0.01693719539660855
1.689999999999986,0.016629970605451426
1.6999999999999857,0.016327569698407884
1.7099999999999855,0.016029895413972033
1.7199999999999853,0.015736856707922322
1.729999999999985,0.01544836824004399
1.739999999999985,0.015164349900128264
1.7499999999999847,0.014884726370123813
1.7599999999999845,0.014609426719538209
1.7699999999999843,0.014338384031460932
1.779999999999984,0.014071535056833756
1.7899999999999838,0.013808819894788636
1.7999999999999836,0.01355018169704692
1.8099999999999834,0.013295566394566838
1.8199999999999832,0.013044922444808697
1.829999999999983,0.012798200598040047
1.8399999999999828,0.012555353681348967
1.8499999999999825,0.012316336399048796
1.8599999999999823,0.012081105148330754
1.8699999999999821,0.011849617849073112
1.879999999999982,0.011621833786831815
1.8899999999999817,0.011397713468115769
1.8999999999999815,0.011177218487079506
1.9099999999999813,0.010960311402885585
1.919999999999981,0.010746955627044029
1.9299999999999808,0.010537115320020805
1.9399999999999806,0.010330755296547672
1.9499999999999804,0.010127840939069958
1.9599999999999802,0.009928338118765012
1.96999999999998,0.009732213123696938
1.9799999999999798,0.009539432593625769
1.9899999999999796,0.009349963461061738
1.9999999999999793,0.00916377289811505
2.0099999999999794,0.008980828268877939
2.019999999999979,0.008801097086891587
2.029999999999979,0.008624546977404607
2.0399999999999787,0.0084511456441377
2.0499999999999785,0.00828086084024858
2.0599999999999783,0.008113660343218006
2.069999999999978,0.007949511933407143
2.079999999999978,0.007788383376053975
2.0899999999999777,0.0076302424064581
2.0999999999999774,0.007475056718170972
2.1099999999999772,0.007322793953933835
2.119999999999977,0.00717342169921854
2.129999999999977,0.007026907478171257
2.1399999999999766,0.006883218751758878
2.1499999999999764,0.006742322917993961
2.159999999999976,0.006604187314041594
2.169999999999976,0.006468779220089159
2.1799999999999757,0.006336065864813373
